country;variable;description;code;2014
KOR;K;Printing and reproduction of recorded media;C18;9 953 219
KOR;K;Manufacture of coke and refined petroleum products ;C19;16 108 102
KOR;K;Manufacture of chemicals and chemical products ;C20;121 396 630
KOR;K;Manufacture of basic pharmaceutical products and pharmaceutical preparations;C21;27 908 425
KOR;K;Manufacture of rubber and plastic products;C22;30 176 736
KOR;K;Manufacture of other non-metallic mineral products;C23;22 580 309
KOR;K;Manufacture of basic metals;C24;140 846 060
KOR;K;Manufacture of fabricated metal products, except machinery and equipment;C25;60 980 251
KOR;K;Manufacture of computer, electronic and optical products;C26;381 546 610
KOR;K;Manufacture of electrical equipment;C27;32 877 749
KOR;K;Manufacture of machinery and equipment n.e.c.;C28;150 690 870
KOR;K;Manufacture of motor vehicles, trailers and semi-trailers;C29;108 676 020
KOR;K;Manufacture of other transport equipment;C30;142 077 000
KOR;K;"Manufacture of furniture; other manufacturing";C31_C32;14 477 976
KOR;K;Repair and installation of machinery and equipment;C33;0
KOR;K;Electricity, gas, steam and air conditioning supply;D35;296 498 120
KOR;K;Water collection, treatment and supply;E36;110 951 200
KOR;K;"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ";E37-E39;1 565 407
KOR;K;Construction;F;77 523 686
KOR;K;Wholesale and retail trade and repair of motor vehicles and motorcycles;G45;14 553 175
KOR;K;Wholesale trade, except of motor vehicles and motorcycles;G46;43 296 144
KOR;K;Retail trade, except of motor vehicles and motorcycles;G47;95 396 463
KOR;K;Land transport and transport via pipelines;H49;319 852 700
KOR;K;Water transport;H50;39 125 643
KOR;K;Air transport;H51;81 077 195
KOR;K;Warehousing and support activities for transportation;H52;279 567 460
KOR;K;Postal and courier activities;H53;15 329 369
KOR;K;Accommodation and food service activities;I;154 330 320
KOR;K;Publishing activities;J58;15 176 139
KOR;K;"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities";J59_J60;181 351 850
KOR;K;Telecommunications;J61;60 189 543
KOR;K;"Computer programming, consultancy and related activities; information service activities";J62_J63;10 430 474
KOR;K;Financial service activities, except insurance and pension funding;K64;63 361 426
KOR;K;Insurance, reinsurance and pension funding, except compulsory social security;K65;20 800 088
KOR;K;Activities auxiliary to financial services and insurance activities;K66;5 971 871
KOR;K;Real estate activities;L68;971 106 940
KOR;K;"Legal and accounting activities; activities of head offices; management consultancy activities";M69_M70;5 147 109
KOR;K;"Architectural and engineering activities; technical testing and analysis";M71;8 584 527
KOR;K;Scientific research and development;M72;29 599 793
KOR;K;Advertising and market research;M73;647 814
KOR;K;"Other professional, scientific and technical activities; veterinary activities";M74_M75;4 052 345
KOR;K;Administrative and support service activities;N;364 024 940
KOR;K;"Public administration and defence; compulsory social security";O84;1 190 458 600
KOR;K;Education;P85;151 108 730
KOR;K;Human health and social work activities;Q;84 605 694
KOR;K;Other service activities;R_S;140 217 420
KOR;K;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";T;0
KOR;K;Activities of extraterritorial organizations and bodies;U;0
LTU;K;Crop and animal production, hunting and related service activities;A01;3 974
LTU;K;Forestry and logging;A02;659
LTU;K;Fishing and aquaculture;A03;94
LTU;K;Mining and quarrying;B;393
LTU;K;Manufacture of food products, beverages and tobacco products;C10-C12;3 319
LTU;K;Manufacture of textiles, wearing apparel and leather products;C13-C15;424
LTU;K;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";C16;389
LTU;K;Manufacture of paper and paper products;C17;184
LTU;K;Printing and reproduction of recorded media;C18;156
LTU;K;Manufacture of coke and refined petroleum products ;C19;504
LTU;K;Manufacture of chemicals and chemical products ;C20;1 043
LTU;K;Manufacture of basic pharmaceutical products and pharmaceutical preparations;C21;219
LTU;K;Manufacture of rubber and plastic products;C22;225
LTU;K;Manufacture of other non-metallic mineral products;C23;572
LTU;K;Manufacture of basic metals;C24;47
LTU;K;Manufacture of fabricated metal products, except machinery and equipment;C25;341
LTU;K;Manufacture of computer, electronic and optical products;C26;183
LTU;K;Manufacture of electrical equipment;C27;169
LTU;K;Manufacture of machinery and equipment n.e.c.;C28;268
LTU;K;Manufacture of motor vehicles, trailers and semi-trailers;C29;77
LTU;K;Manufacture of other transport equipment;C30;92
LTU;K;"Manufacture of furniture; other manufacturing";C31_C32;610
LTU;K;Repair and installation of machinery and equipment;C33;174
LTU;K;Electricity, gas, steam and air conditioning supply;D35;4 920
LTU;K;Water collection, treatment and supply;E36;804
LTU;K;"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ";E37-E39;1 660
LTU;K;Construction;F;3 513
LTU;K;Wholesale and retail trade and repair of motor vehicles and motorcycles;G45;583
LTU;K;Wholesale trade, except of motor vehicles and motorcycles;G46;2 469
LTU;K;Retail trade, except of motor vehicles and motorcycles;G47;2 188
LTU;K;Land transport and transport via pipelines;H49;5 405
LTU;K;Water transport;H50;215
LTU;K;Air transport;H51;56
LTU;K;Warehousing and support activities for transportation;H52;2 952
LTU;K;Postal and courier activities;H53;182
LTU;K;Accommodation and food service activities;I;760
LTU;K;Publishing activities;J58;377
LTU;K;"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities";J59_J60;266
LTU;K;Telecommunications;J61;1 910
LTU;K;"Computer programming, consultancy and related activities; information service activities";J62_J63;1 478
LTU;K;Financial service activities, except insurance and pension funding;K64;651
LTU;K;Insurance, reinsurance and pension funding, except compulsory social security;K65;152
LTU;K;Activities auxiliary to financial services and insurance activities;K66;48
LTU;K;Real estate activities;L68;30 571
LTU;K;"Legal and accounting activities; activities of head offices; management consultancy activities";M69_M70;693
LTU;K;"Architectural and engineering activities; technical testing and analysis";M71;302
LTU;K;Scientific research and development;M72;61
LTU;K;Advertising and market research;M73;286
LTU;K;"Other professional, scientific and technical activities; veterinary activities";M74_M75;104
LTU;K;Administrative and support service activities;N;1 748
LTU;K;"Public administration and defence; compulsory social security";O84;20 496
LTU;K;Education;P85;2 147
LTU;K;Human health and social work activities;Q;937
LTU;K;Other service activities;R_S;661
LTU;K;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";T;0
LTU;K;Activities of extraterritorial organizations and bodies;U;0
LUX;K;Crop and animal production, hunting and related service activities;A01;1 406
LUX;K;Forestry and logging;A02;38
LUX;K;Fishing and aquaculture;A03;0
LUX;K;Mining and quarrying;B;82
LUX;K;Manufacture of food products, beverages and tobacco products;C10-C12;753
LUX;K;Manufacture of textiles, wearing apparel and leather products;C13-C15;289
LUX;K;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";C16;147
LUX;K;Manufacture of paper and paper products;C17;70
LUX;K;Printing and reproduction of recorded media;C18;81
LUX;K;Manufacture of coke and refined petroleum products ;C19;0
LUX;K;Manufacture of chemicals and chemical products ;C20;193
LUX;K;Manufacture of basic pharmaceutical products and pharmaceutical preparations;C21;395
LUX;K;Manufacture of rubber and plastic products;C22;752
LUX;K;Manufacture of other non-metallic mineral products;C23;911
LUX;K;Manufacture of basic metals;C24;691
LUX;K;Manufacture of fabricated metal products, except machinery and equipment;C25;1 218
LUX;K;Manufacture of computer, electronic and optical products;C26;119
LUX;K;Manufacture of electrical equipment;C27;120
LUX;K;Manufacture of machinery and equipment n.e.c.;C28;327
LUX;K;Manufacture of motor vehicles, trailers and semi-trailers;C29;49
LUX;K;Manufacture of other transport equipment;C30;16
LUX;K;"Manufacture of furniture; other manufacturing";C31_C32;44
LUX;K;Repair and installation of machinery and equipment;C33;41
LUX;K;Electricity, gas, steam and air conditioning supply;D35;3 772
LUX;K;Water collection, treatment and supply;E36;717
LUX;K;"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ";E37-E39;1 525
LUX;K;Construction;F;1 647
LUX;K;Wholesale and retail trade and repair of motor vehicles and motorcycles;G45;594
LUX;K;Wholesale trade, except of motor vehicles and motorcycles;G46;2 068
LUX;K;Retail trade, except of motor vehicles and motorcycles;G47;1 410
LUX;K;Land transport and transport via pipelines;H49;2 586
LUX;K;Water transport;H50;438
LUX;K;Air transport;H51;634
LUX;K;Warehousing and support activities for transportation;H52;625
LUX;K;Postal and courier activities;H53;2 383
LUX;K;Accommodation and food service activities;I;952
LUX;K;Publishing activities;J58;133
LUX;K;"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities";J59_J60;182
LUX;K;Telecommunications;J61;3 577
LUX;K;"Computer programming, consultancy and related activities; information service activities";J62_J63;1 840
LUX;K;Financial service activities, except insurance and pension funding;K64;4 130
LUX;K;Insurance, reinsurance and pension funding, except compulsory social security;K65;245
LUX;K;Activities auxiliary to financial services and insurance activities;K66;176
LUX;K;Real estate activities;L68;38 522
LUX;K;"Legal and accounting activities; activities of head offices; management consultancy activities";M69_M70;641
LUX;K;"Architectural and engineering activities; technical testing and analysis";M71;360
LUX;K;Scientific research and development;M72;251
LUX;K;Advertising and market research;M73;45
LUX;K;"Other professional, scientific and technical activities; veterinary activities";M74_M75;55
LUX;K;Administrative and support service activities;N;2 363
LUX;K;"Public administration and defence; compulsory social security";O84;17 834
LUX;K;Education;P85;4 448
LUX;K;Human health and social work activities;Q;3 226
LUX;K;Other service activities;R_S;2 712
LUX;K;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";T;0
LUX;K;Activities of extraterritorial organizations and bodies;U;0
LVA;K;Crop and animal production, hunting and related service activities;A01;2 335
LVA;K;Forestry and logging;A02;1 858
LVA;K;Fishing and aquaculture;A03;196
LVA;K;Mining and quarrying;B;349
LVA;K;Manufacture of food products, beverages and tobacco products;C10-C12;2 536
LVA;K;Manufacture of textiles, wearing apparel and leather products;C13-C15;393
LVA;K;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";C16;3 057
LVA;K;Manufacture of paper and paper products;C17;107
LVA;K;Printing and reproduction of recorded media;C18;210
LVA;K;Manufacture of coke and refined petroleum products ;C19;0
LVA;K;Manufacture of chemicals and chemical products ;C20;178
LVA;K;Manufacture of basic pharmaceutical products and pharmaceutical preparations;C21;175
LVA;K;Manufacture of rubber and plastic products;C22;223
LVA;K;Manufacture of other non-metallic mineral products;C23;975
LVA;K;Manufacture of basic metals;C24;198
LVA;K;Manufacture of fabricated metal products, except machinery and equipment;C25;488
LVA;K;Manufacture of computer, electronic and optical products;C26;69
LVA;K;Manufacture of electrical equipment;C27;65
LVA;K;Manufacture of machinery and equipment n.e.c.;C28;128
LVA;K;Manufacture of motor vehicles, trailers and semi-trailers;C29;52
LVA;K;Manufacture of other transport equipment;C30;60
LVA;K;"Manufacture of furniture; other manufacturing";C31_C32;232
LVA;K;Repair and installation of machinery and equipment;C33;280
LVA;K;Electricity, gas, steam and air conditioning supply;D35;4 863
LVA;K;Water collection, treatment and supply;E36;317
LVA;K;"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ";E37-E39;968
LVA;K;Construction;F;2 996
LVA;K;Wholesale and retail trade and repair of motor vehicles and motorcycles;G45;257
LVA;K;Wholesale trade, except of motor vehicles and motorcycles;G46;1 699
LVA;K;Retail trade, except of motor vehicles and motorcycles;G47;2 697
LVA;K;Land transport and transport via pipelines;H49;3 916
LVA;K;Water transport;H50;2 012
LVA;K;Air transport;H51;217
LVA;K;Warehousing and support activities for transportation;H52;2 926
LVA;K;Postal and courier activities;H53;184
LVA;K;Accommodation and food service activities;I;802
LVA;K;Publishing activities;J58;227
LVA;K;"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities";J59_J60;204
LVA;K;Telecommunications;J61;1 152
LVA;K;"Computer programming, consultancy and related activities; information service activities";J62_J63;857
LVA;K;Financial service activities, except insurance and pension funding;K64;519
LVA;K;Insurance, reinsurance and pension funding, except compulsory social security;K65;81
LVA;K;Activities auxiliary to financial services and insurance activities;K66;47
LVA;K;Real estate activities;L68;12 197
LVA;K;"Legal and accounting activities; activities of head offices; management consultancy activities";M69_M70;1 426
LVA;K;"Architectural and engineering activities; technical testing and analysis";M71;904
LVA;K;Scientific research and development;M72;419
LVA;K;Advertising and market research;M73;726
LVA;K;"Other professional, scientific and technical activities; veterinary activities";M74_M75;304
LVA;K;Administrative and support service activities;N;1 275
LVA;K;"Public administration and defence; compulsory social security";O84;8 038
LVA;K;Education;P85;1 393
LVA;K;Human health and social work activities;Q;907
LVA;K;Other service activities;R_S;1 511
LVA;K;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";T;0
LVA;K;Activities of extraterritorial organizations and bodies;U;0
MEX;K;Crop and animal production, hunting and related service activities;A01;1 296 912
MEX;K;Forestry and logging;A02;2 477
MEX;K;Fishing and aquaculture;A03;17 033
MEX;K;Mining and quarrying;B;3 206 930
MEX;K;Manufacture of food products, beverages and tobacco products;C10-C12;693 839
MEX;K;Manufacture of textiles, wearing apparel and leather products;C13-C15;164 195
MEX;K;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";C16;168 853
MEX;K;Manufacture of paper and paper products;C17;498 847
MEX;K;Printing and reproduction of recorded media;C18;111 582
MEX;K;Manufacture of coke and refined petroleum products ;C19;9 587
MEX;K;Manufacture of chemicals and chemical products ;C20;73 496
MEX;K;Manufacture of basic pharmaceutical products and pharmaceutical preparations;C21;30 221
MEX;K;Manufacture of rubber and plastic products;C22;22 937
MEX;K;Manufacture of other non-metallic mineral products;C23;272 330
MEX;K;Manufacture of basic metals;C24;543 406
MEX;K;Manufacture of fabricated metal products, except machinery and equipment;C25;234 090
MEX;K;Manufacture of computer, electronic and optical products;C26;113 358
MEX;K;Manufacture of electrical equipment;C27;178 408
MEX;K;Manufacture of machinery and equipment n.e.c.;C28;185 254
MEX;K;Manufacture of motor vehicles, trailers and semi-trailers;C29;370 992
MEX;K;Manufacture of other transport equipment;C30;28 140
MEX;K;"Manufacture of furniture; other manufacturing";C31_C32;1 038 136
MEX;K;Repair and installation of machinery and equipment;C33;298 210
MEX;K;Electricity, gas, steam and air conditioning supply;D35;1 013 365
MEX;K;Water collection, treatment and supply;E36;178 908
MEX;K;"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ";E37-E39;5 512
MEX;K;Construction;F;160 449
MEX;K;Wholesale and retail trade and repair of motor vehicles and motorcycles;G45;62 931
MEX;K;Wholesale trade, except of motor vehicles and motorcycles;G46;504 122
MEX;K;Retail trade, except of motor vehicles and motorcycles;G47;452 518
MEX;K;Land transport and transport via pipelines;H49;10 348
MEX;K;Water transport;H50;264 352
MEX;K;Air transport;H51;4 746
MEX;K;Warehousing and support activities for transportation;H52;26 646
MEX;K;Postal and courier activities;H53;64 866
MEX;K;Accommodation and food service activities;I;325 508
MEX;K;Publishing activities;J58;90 278
MEX;K;"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities";J59_J60;21 316 222
MEX;K;Telecommunications;J61;7 658
MEX;K;"Computer programming, consultancy and related activities; information service activities";J62_J63;225
MEX;K;Financial service activities, except insurance and pension funding;K64;167 453
MEX;K;Insurance, reinsurance and pension funding, except compulsory social security;K65;13 511
MEX;K;Activities auxiliary to financial services and insurance activities;K66;15 758
MEX;K;Real estate activities;L68;0
MEX;K;"Legal and accounting activities; activities of head offices; management consultancy activities";M69_M70;189 102
MEX;K;"Architectural and engineering activities; technical testing and analysis";M71;120 708
MEX;K;Scientific research and development;M72;214 460
MEX;K;Advertising and market research;M73;0
MEX;K;"Other professional, scientific and technical activities; veterinary activities";M74_M75;15 321
MEX;K;Administrative and support service activities;N;2 903 076
MEX;K;"Public administration and defence; compulsory social security";O84;186 424
MEX;K;Education;P85;535 993
MEX;K;Human health and social work activities;Q;162 434
MEX;K;Other service activities;R_S;0
MEX;K;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";T;5 157 463
MEX;K;Activities of extraterritorial organizations and bodies;U;786
MLT;K;Crop and animal production, hunting and related service activities;A01;229
MLT;K;Forestry and logging;A02;0
MLT;K;Fishing and aquaculture;A03;39
MLT;K;Mining and quarrying;B;63
MLT;K;Manufacture of food products, beverages and tobacco products;C10-C12;437
MLT;K;Manufacture of textiles, wearing apparel and leather products;C13-C15;137
MLT;K;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";C16;4
MLT;K;Manufacture of paper and paper products;C17;17
MLT;K;Printing and reproduction of recorded media;C18;151
MLT;K;Manufacture of coke and refined petroleum products ;C19;62
MLT;K;Manufacture of chemicals and chemical products ;C20;414
MLT;K;Manufacture of basic pharmaceutical products and pharmaceutical preparations;C21;671
MLT;K;Manufacture of rubber and plastic products;C22;97
MLT;K;Manufacture of other non-metallic mineral products;C23;233
MLT;K;Manufacture of basic metals;C24;6
MLT;K;Manufacture of fabricated metal products, except machinery and equipment;C25;95
MLT;K;Manufacture of computer, electronic and optical products;C26;39
MLT;K;Manufacture of electrical equipment;C27;81
MLT;K;Manufacture of machinery and equipment n.e.c.;C28;154
MLT;K;Manufacture of motor vehicles, trailers and semi-trailers;C29;25
MLT;K;Manufacture of other transport equipment;C30;18
MLT;K;"Manufacture of furniture; other manufacturing";C31_C32;171
MLT;K;Repair and installation of machinery and equipment;C33;122
MLT;K;Electricity, gas, steam and air conditioning supply;D35;550
MLT;K;Water collection, treatment and supply;E36;217
MLT;K;"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ";E37-E39;322
MLT;K;Construction;F;832
MLT;K;Wholesale and retail trade and repair of motor vehicles and motorcycles;G45;178
MLT;K;Wholesale trade, except of motor vehicles and motorcycles;G46;564
MLT;K;Retail trade, except of motor vehicles and motorcycles;G47;590
MLT;K;Land transport and transport via pipelines;H49;354
MLT;K;Water transport;H50;86
MLT;K;Air transport;H51;184
MLT;K;Warehousing and support activities for transportation;H52;1 159
MLT;K;Postal and courier activities;H53;137
MLT;K;Accommodation and food service activities;I;692
MLT;K;Publishing activities;J58;35
MLT;K;"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities";J59_J60;57
MLT;K;Telecommunications;J61;301
MLT;K;"Computer programming, consultancy and related activities; information service activities";J62_J63;534
MLT;K;Financial service activities, except insurance and pension funding;K64;217
MLT;K;Insurance, reinsurance and pension funding, except compulsory social security;K65;37
MLT;K;Activities auxiliary to financial services and insurance activities;K66;46
MLT;K;Real estate activities;L68;6 095
MLT;K;"Legal and accounting activities; activities of head offices; management consultancy activities";M69_M70;567
MLT;K;"Architectural and engineering activities; technical testing and analysis";M71;165
MLT;K;Scientific research and development;M72;0
MLT;K;Advertising and market research;M73;97
MLT;K;"Other professional, scientific and technical activities; veterinary activities";M74_M75;48
MLT;K;Administrative and support service activities;N;997
MLT;K;"Public administration and defence; compulsory social security";O84;2 409
MLT;K;Education;P85;453
MLT;K;Human health and social work activities;Q;767
MLT;K;Other service activities;R_S;873
MLT;K;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";T;0
MLT;K;Activities of extraterritorial organizations and bodies;U;0
NLD;K;Crop and animal production, hunting and related service activities;A01;50 825
NLD;K;Forestry and logging;A02;548
NLD;K;Fishing and aquaculture;A03;1 255
NLD;K;Mining and quarrying;B;41 707
NLD;K;Manufacture of food products, beverages and tobacco products;C10-C12;25 994
NLD;K;Manufacture of textiles, wearing apparel and leather products;C13-C15;1 987
NLD;K;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";C16;2 510
NLD;K;Manufacture of paper and paper products;C17;4 694
NLD;K;Printing and reproduction of recorded media;C18;4 652
NLD;K;Manufacture of coke and refined petroleum products ;C19;7 507
NLD;K;Manufacture of chemicals and chemical products ;C20;35 126
NLD;K;Manufacture of basic pharmaceutical products and pharmaceutical preparations;C21;7 966
NLD;K;Manufacture of rubber and plastic products;C22;6 214
NLD;K;Manufacture of other non-metallic mineral products;C23;3 825
NLD;K;Manufacture of basic metals;C24;3 299
NLD;K;Manufacture of fabricated metal products, except machinery and equipment;C25;10 372
NLD;K;Manufacture of computer, electronic and optical products;C26;6 116
NLD;K;Manufacture of electrical equipment;C27;5 417
NLD;K;Manufacture of machinery and equipment n.e.c.;C28;12 384
NLD;K;Manufacture of motor vehicles, trailers and semi-trailers;C29;3 185
NLD;K;Manufacture of other transport equipment;C30;2 811
NLD;K;"Manufacture of furniture; other manufacturing";C31_C32;6 094
NLD;K;Repair and installation of machinery and equipment;C33;3 805
NLD;K;Electricity, gas, steam and air conditioning supply;D35;51 804
NLD;K;Water collection, treatment and supply;E36;5 794
NLD;K;"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ";E37-E39;12 990
NLD;K;Construction;F;22 163
NLD;K;Wholesale and retail trade and repair of motor vehicles and motorcycles;G45;5 263
NLD;K;Wholesale trade, except of motor vehicles and motorcycles;G46;34 904
NLD;K;Retail trade, except of motor vehicles and motorcycles;G47;16 180
NLD;K;Land transport and transport via pipelines;H49;38 253
NLD;K;Water transport;H50;7 000
NLD;K;Air transport;H51;7 551
NLD;K;Warehousing and support activities for transportation;H52;31 179
NLD;K;Postal and courier activities;H53;7 628
NLD;K;Accommodation and food service activities;I;7 318
NLD;K;Publishing activities;J58;1 871
NLD;K;"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities";J59_J60;1 394
NLD;K;Telecommunications;J61;22 250
NLD;K;"Computer programming, consultancy and related activities; information service activities";J62_J63;6 023
NLD;K;Financial service activities, except insurance and pension funding;K64;31 572
NLD;K;Insurance, reinsurance and pension funding, except compulsory social security;K65;7 196
NLD;K;Activities auxiliary to financial services and insurance activities;K66;3 602
NLD;K;Real estate activities;L68;939 114
NLD;K;"Legal and accounting activities; activities of head offices; management consultancy activities";M69_M70;10 620
NLD;K;"Architectural and engineering activities; technical testing and analysis";M71;3 126
NLD;K;Scientific research and development;M72;10 819
NLD;K;Advertising and market research;M73;1 748
NLD;K;"Other professional, scientific and technical activities; veterinary activities";M74_M75;1 615
NLD;K;Administrative and support service activities;N;21 565
NLD;K;"Public administration and defence; compulsory social security";O84;317 490
NLD;K;Education;P85;55 047
NLD;K;Human health and social work activities;Q;67 929
NLD;K;Other service activities;R_S;12 740
NLD;K;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";T;0
NLD;K;Activities of extraterritorial organizations and bodies;U;0
NOR;K;Crop and animal production, hunting and related service activities;A01;142 329
NOR;K;Forestry and logging;A02;16 782
NOR;K;Fishing and aquaculture;A03;29 255
NOR;K;Mining and quarrying;B;1 556 748
NOR;K;Manufacture of food products, beverages and tobacco products;C10-C12;77 376
NOR;K;Manufacture of textiles, wearing apparel and leather products;C13-C15;3 075
NOR;K;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";C16;13 673
NOR;K;Manufacture of paper and paper products;C17;14 621
NOR;K;Printing and reproduction of recorded media;C18;5 662
NOR;K;Manufacture of coke and refined petroleum products ;C19;48 763
NOR;K;Manufacture of chemicals and chemical products ;C20;26 412
NOR;K;Manufacture of basic pharmaceutical products and pharmaceutical preparations;C21;6 029
NOR;K;Manufacture of rubber and plastic products;C22;5 585
NOR;K;Manufacture of other non-metallic mineral products;C23;17 154
NOR;K;Manufacture of basic metals;C24;40 608
NOR;K;Manufacture of fabricated metal products, except machinery and equipment;C25;16 540
NOR;K;Manufacture of computer, electronic and optical products;C26;14 852
NOR;K;Manufacture of electrical equipment;C27;8 399
NOR;K;Manufacture of machinery and equipment n.e.c.;C28;17 645
NOR;K;Manufacture of motor vehicles, trailers and semi-trailers;C29;4 209
NOR;K;Manufacture of other transport equipment;C30;19 756
NOR;K;"Manufacture of furniture; other manufacturing";C31_C32;7 434
NOR;K;Repair and installation of machinery and equipment;C33;13 420
NOR;K;Electricity, gas, steam and air conditioning supply;D35;315 344
NOR;K;Water collection, treatment and supply;E36;63 663
NOR;K;"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ";E37-E39;101 399
NOR;K;Construction;F;155 658
NOR;K;Wholesale and retail trade and repair of motor vehicles and motorcycles;G45;21 598
NOR;K;Wholesale trade, except of motor vehicles and motorcycles;G46;75 012
NOR;K;Retail trade, except of motor vehicles and motorcycles;G47;58 232
NOR;K;Land transport and transport via pipelines;H49;178 058
NOR;K;Water transport;H50;151 009
NOR;K;Air transport;H51;27 906
NOR;K;Warehousing and support activities for transportation;H52;72 312
NOR;K;Postal and courier activities;H53;5 138
NOR;K;Accommodation and food service activities;I;45 016
NOR;K;Publishing activities;J58;15 356
NOR;K;"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities";J59_J60;9 860
NOR;K;Telecommunications;J61;64 017
NOR;K;"Computer programming, consultancy and related activities; information service activities";J62_J63;22 997
NOR;K;Financial service activities, except insurance and pension funding;K64;26 195
NOR;K;Insurance, reinsurance and pension funding, except compulsory social security;K65;90 294
NOR;K;Activities auxiliary to financial services and insurance activities;K66;8 849
NOR;K;Real estate activities;L68;3 724 774
NOR;K;"Legal and accounting activities; activities of head offices; management consultancy activities";M69_M70;6 234
NOR;K;"Architectural and engineering activities; technical testing and analysis";M71;32 154
NOR;K;Scientific research and development;M72;28 644
NOR;K;Advertising and market research;M73;1 524
NOR;K;"Other professional, scientific and technical activities; veterinary activities";M74_M75;4 672
NOR;K;Administrative and support service activities;N;47 834
NOR;K;"Public administration and defence; compulsory social security";O84;980 683
NOR;K;Education;P85;322 883
NOR;K;Human health and social work activities;Q;331 309
NOR;K;Other service activities;R_S;144 026
NOR;K;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";T;0
NOR;K;Activities of extraterritorial organizations and bodies;U;0
POL;K;Crop and animal production, hunting and related service activities;A01;73 080
POL;K;Forestry and logging;A02;9 044
POL;K;Fishing and aquaculture;A03;370
POL;K;Mining and quarrying;B;40 216
POL;K;Manufacture of food products, beverages and tobacco products;C10-C12;74 857
POL;K;Manufacture of textiles, wearing apparel and leather products;C13-C15;10 131
POL;K;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";C16;10 607
POL;K;Manufacture of paper and paper products;C17;8 269
POL;K;Printing and reproduction of recorded media;C18;4 966
POL;K;Manufacture of coke and refined petroleum products ;C19;25 085
POL;K;Manufacture of chemicals and chemical products ;C20;22 416
POL;K;Manufacture of basic pharmaceutical products and pharmaceutical preparations;C21;8 131
POL;K;Manufacture of rubber and plastic products;C22;23 770
POL;K;Manufacture of other non-metallic mineral products;C23;21 708
POL;K;Manufacture of basic metals;C24;12 600
POL;K;Manufacture of fabricated metal products, except machinery and equipment;C25;48 170
POL;K;Manufacture of computer, electronic and optical products;C26;4 989
POL;K;Manufacture of electrical equipment;C27;8 553
POL;K;Manufacture of machinery and equipment n.e.c.;C28;10 941
POL;K;Manufacture of motor vehicles, trailers and semi-trailers;C29;35 874
POL;K;Manufacture of other transport equipment;C30;9 776
POL;K;"Manufacture of furniture; other manufacturing";C31_C32;12 865
POL;K;Repair and installation of machinery and equipment;C33;11 934
POL;K;Electricity, gas, steam and air conditioning supply;D35;200 098
POL;K;Water collection, treatment and supply;E36;31 223
POL;K;"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ";E37-E39;83 933
POL;K;Construction;F;43 839
POL;K;Wholesale and retail trade and repair of motor vehicles and motorcycles;G45;31 559
POL;K;Wholesale trade, except of motor vehicles and motorcycles;G46;56 188
POL;K;Retail trade, except of motor vehicles and motorcycles;G47;53 549
POL;K;Land transport and transport via pipelines;H49;207 424
POL;K;Water transport;H50;5 319
POL;K;Air transport;H51;3 977
POL;K;Warehousing and support activities for transportation;H52;115 030
POL;K;Postal and courier activities;H53;24 420
POL;K;Accommodation and food service activities;I;27 819
POL;K;Publishing activities;J58;10 813
POL;K;"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities";J59_J60;10 306
